"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"28/02/2022","1.590","1.590","1.590","1.590","7,44K","-0,31%"
"25/02/2022","1.595","1.595","1.595","1.595","2,00K","-0,31%"
"24/02/2022","1.600","1.600","1.600","1.600","1,05K","0,00%"
"23/02/2022","1.600","1.600","1.600","1.600","0,84K","2,56%"
"22/02/2022","1.560","1.560","1.560","1.560","0,38K","-2,50%"
"21/02/2022","1.600","1.600","1.600","1.600","2,49K","-1,84%"
"18/02/2022","1.630","1.630","1.630","1.630","1,41K","0,00%"
"17/02/2022","1.630","1.630","1.630","1.630","1,98K","1,88%"
"16/02/2022","1.600","1.600","1.600","1.600","0,14K","0,00%"
"15/02/2022","1.600","1.600","1.600","1.600","3,47K","-2,44%"
"14/02/2022","1.640","1.640","1.640","1.640","0,98K","0,00%"
"11/02/2022","1.640","1.640","1.640","1.640","1,96K","-3,53%"
"10/02/2022","1.700","1.700","1.700","1.700","0,77K","2,41%"
"09/02/2022","1.660","1.660","1.660","1.660","0,21K","-4,60%"
"08/02/2022","1.740","1.740","1.740","1.740","0,64K","-0,29%"
"07/02/2022","1.745","1.745","1.745","1.745","2,13K","2,65%"
"04/02/2022","1.700","1.700","1.700","1.700","0,53K","0,89%"
"03/02/2022","1.685","1.685","1.685","1.685","0,48K","-0,88%"
"02/02/2022","1.700","1.700","1.700","1.700","0,66K","0,00%"
"01/02/2022","1.700","1.700","1.700","1.700","0,35K","0,00%"
"31/01/2022","1.700","1.700","1.700","1.700","0,23K","0,00%"
"28/01/2022","1.700","1.700","1.700","1.700","0,78K","-2,86%"
"27/01/2022","1.750","1.750","1.750","1.750","0,33K","-1,69%"
"26/01/2022","1.780","1.780","1.780","1.780","1,25K","4,09%"
"25/01/2022","1.710","1.710","1.710","1.710","0,19K","-4,47%"
"24/01/2022","1.790","1.790","1.790","1.790","0,40K","0,00%"
"21/01/2022","1.790","1.790","1.790","1.790","1,98K","5,29%"
"20/01/2022","1.700","1.700","1.700","1.700","5,99K","3,03%"
"19/01/2022","1.650","1.650","1.650","1.650","1,03K","3,45%"
"18/01/2022","1.595","1.595","1.595","1.595","0,39K","-3,33%"
"17/01/2022","1.650","1.650","1.650","1.650","0,29K","-2,94%"
"14/01/2022","1.700","1.700","1.700","1.700","0,79K","0,00%"
"13/01/2022","1.700","1.700","1.700","1.700","1,45K","6,25%"
"12/01/2022","1.600","1.600","1.600","1.600","0,23K","0,00%"
"11/01/2022","1.600","1.600","1.600","1.600","3,46K","1,59%"
"10/01/2022","1.575","1.575","1.575","1.575","0,38K","1,61%"
"07/01/2022","1.550","1.550","1.550","1.550","1,69K","0,00%"
"06/01/2022","1.550","1.550","1.550","1.550","0,77K","3,33%"
"05/01/2022","1.500","1.500","1.500","1.500","0,38K","0,00%"
"04/01/2022","1.500","1.500","1.500","1.500","1,26K","-6,25%"
"03/01/2022","1.600","1.600","1.600","1.600","0,35K","-4,76%"
"31/12/2021","1.680","1.680","1.680","1.680","11,74K","5,66%"
"30/12/2021","1.590","1.590","1.590","1.590","6,03K","4,26%"
"29/12/2021","1.525","1.525","1.525","1.525","2,96K","-7,29%"
"28/12/2021","1.645","1.645","1.645","1.645","1,90K","-1,50%"
"27/12/2021","1.670","1.670","1.670","1.670","1,37K","-0,30%"
"24/12/2021","1.675","1.675","1.675","1.675","0,15K","3,40%"
"23/12/2021","1.620","1.620","1.620","1.620","0,71K","0,00%"
"22/12/2021","1.620","1.620","1.620","1.620","0,47K","1,25%"
"21/12/2021","1.600","1.600","1.600","1.600","1,58K","-3,03%"
"20/12/2021","1.650","1.650","1.650","1.650","1,94K","-1,20%"
"17/12/2021","1.670","1.670","1.670","1.670","0,47K","-0,89%"
"16/12/2021","1.685","1.685","1.685","1.685","0,01K","-0,30%"
"15/12/2021","1.690","1.690","1.690","1.690","2,52K","5,63%"
"14/12/2021","1.600","1.600","1.600","1.600","3,82K","-3,03%"
"13/12/2021","1.650","1.650","1.650","1.650","0,12K","2,17%"
"10/12/2021","1.615","1.615","1.615","1.615","2,11K","-5,00%"
"09/12/2021","1.700","1.700","1.700","1.700","0,91K","3,03%"
"08/12/2021","1.650","1.650","1.650","1.650","0,77K","-2,94%"
"07/12/2021","1.700","1.700","1.700","1.700","3,29K","3,03%"
"06/12/2021","1.650","1.650","1.650","1.650","1,57K","-5,71%"
"03/12/2021","1.750","1.750","1.750","1.750","0,45K","-2,23%"
"02/12/2021","1.790","1.790","1.790","1.790","1,75K","-0,28%"
"01/12/2021","1.795","1.795","1.795","1.795","0,28K","5,59%"
"30/11/2021","1.700","1.700","1.700","1.700","0,18K","0,00%"
"29/11/2021","1.700","1.700","1.700","1.700","2,39K","0,00%"
"26/11/2021","1.700","1.700","1.700","1.700","0,85K","0,00%"
"25/11/2021","1.700","1.700","1.700","1.700","2,17K","0,00%"
"24/11/2021","1.700","1.700","1.700","1.700","2,00K","-0,58%"
"23/11/2021","1.710","1.710","1.710","1.710","0,17K","0,29%"
"22/11/2021","1.705","1.705","1.705","1.705","1,89K","0,29%"
"19/11/2021","1.700","1.700","1.700","1.700","10,65K","-5,56%"
"18/11/2021","1.800","1.800","1.800","1.800","3,65K","-2,70%"
"17/11/2021","1.850","1.850","1.850","1.850","2,30K","3,06%"
"16/11/2021","1.795","1.795","1.795","1.795","0,36K","-0,28%"
"12/11/2021","1.800","1.800","1.800","1.800","0,53K","0,28%"
"11/11/2021","1.795","1.795","1.795","1.795","0,21K","-0,28%"
"10/11/2021","1.800","1.800","1.800","1.800","9,17K","1,12%"
"09/11/2021","1.780","1.780","1.780","1.780","0,64K","-1,11%"
"08/11/2021","1.800","1.800","1.800","1.800","2,48K","0,00%"
"05/11/2021","1.800","1.800","1.800","1.800","0,30K","-0,28%"
"04/11/2021","1.805","1.805","1.805","1.805","1,36K","6,18%"
"03/11/2021","1.700","1.700","1.700","1.700","1,06K","0,29%"
"02/11/2021","1.695","1.695","1.695","1.695","4,48K","1,50%"
"29/10/2021","1.670","1.670","1.670","1.670","1,08K","1,21%"
"28/10/2021","1.650","1.650","1.650","1.650","1,84K","-5,17%"
"27/10/2021","1.740","1.740","1.740","1.740","0,68K","6,75%"
"26/10/2021","1.630","1.630","1.630","1.630","2,30K","0,62%"
"25/10/2021","1.620","1.620","1.620","1.620","3,28K","0,93%"
"22/10/2021","1.605","1.605","1.605","1.605","2,68K","-5,59%"
"21/10/2021","1.700","1.700","1.700","1.700","1,26K","-1,73%"
"20/10/2021","1.730","1.730","1.730","1.730","0,42K","-1,42%"
"19/10/2021","1.755","1.755","1.755","1.755","7,50K","-4,88%"
"15/10/2021","1.845","1.845","1.845","1.845","0,61K","-0,81%"
"14/10/2021","1.860","1.860","1.860","1.860","6,35K","-3,63%"
"13/10/2021","1.930","1.930","1.930","1.930","0,01K","4,04%"
"12/10/2021","1.855","1.855","1.855","1.855","0,52K","0,27%"
"11/10/2021","1.850","1.850","1.850","1.850","4,01K","0,00%"
"08/10/2021","1.850","1.850","1.850","1.850","8,71K","-2,63%"
"07/10/2021","1.900","1.900","1.900","1.900","6,75K","0,00%"
"06/10/2021","1.900","1.900","1.900","1.900","0,62K","2,70%"
"05/10/2021","1.850","1.850","1.850","1.850","5,89K","0,00%"
"04/10/2021","1.850","1.850","1.850","1.850","5,25K","-2,63%"
"01/10/2021","1.900","1.900","1.900","1.900","14,53K","-2,31%"
"30/09/2021","1.945","1.945","1.945","1.945","6,39K","0,00%"
"29/09/2021","1.945","1.945","1.945","1.945","1,82K","0,00%"
"28/09/2021","1.945","1.945","1.945","1.945","0,17K","-0,26%"
"27/09/2021","1.950","1.950","1.950","1.950","0,01K","0,00%"
"24/09/2021","1.950","1.950","1.950","1.950","3,78K","2,63%"
"23/09/2021","1.900","1.900","1.900","1.900","3,48K","-4,28%"
"22/09/2021","1.985","1.985","1.985","1.985","0,42K","-0,25%"
"21/09/2021","1.990","1.990","1.990","1.990","8,56K","0,76%"
"20/09/2021","1.975","1.975","1.975","1.975","2,06K","0,00%"
"17/09/2021","1.975","1.975","1.975","1.975","0,51K","4,22%"
"16/09/2021","1.895","1.895","1.895","1.895","0,90K","1,61%"
"15/09/2021","1.865","1.865","1.865","1.865","8,07K","-1,84%"
"14/09/2021","1.900","1.900","1.900","1.900","2,11K","0,26%"
"13/09/2021","1.895","1.895","1.895","1.895","4,98K","-1,81%"
"10/09/2021","1.930","1.930","1.930","1.930","0,42K","-2,53%"
"09/09/2021","1.980","1.980","1.980","1.980","24,47K","2,59%"
"08/09/2021","1.930","1.930","1.930","1.930","2,01K","0,26%"
"07/09/2021","1.925","1.925","1.925","1.925","3,07K","-1,28%"
"06/09/2021","1.950","1.950","1.950","1.950","0,64K","0,00%"
"03/09/2021","1.950","1.950","1.950","1.950","1,62K","0,00%"
"02/09/2021","1.950","1.950","1.950","1.950","0,92K","1,83%"
"01/09/2021","1.915","1.915","1.915","1.915","0,13K","0,26%"
"31/08/2021","1.910","1.910","1.910","1.910","0,42K","-1,55%"
"30/08/2021","1.940","1.940","1.940","1.940","0,59K","-0,26%"
"27/08/2021","1.945","1.945","1.945","1.945","2,09K","1,83%"
"26/08/2021","1.910","1.910","1.910","1.910","3,32K","0,26%"
"25/08/2021","1.905","1.905","1.905","1.905","2,00K","-3,30%"
"24/08/2021","1.970","1.970","1.970","1.970","0,31K","-0,25%"
"23/08/2021","1.975","1.975","1.975","1.975","0,52K","0,00%"
"20/08/2021","1.975","1.975","1.975","1.975","1,43K","0,00%"
"19/08/2021","1.975","1.975","1.975","1.975","0,41K","-0,50%"
"18/08/2021","1.985","1.985","1.985","1.985","0,22K","0,00%"
"17/08/2021","1.985","1.985","1.985","1.985","0,10K","-0,25%"
"16/08/2021","1.990","1.990","1.990","1.990","0,06K","6,99%"
"13/08/2021","1.860","1.860","1.860","1.860","5,15K","0,00%"
"12/08/2021","1.860","1.860","1.860","1.860","0,26K","0,27%"
"11/08/2021","1.855","1.855","1.855","1.855","0,46K","-1,85%"
"10/08/2021","1.890","1.890","1.890","1.890","11,52K","-0,26%"
"09/08/2021","1.895","1.895","1.895","1.895","0,23K","0,26%"
"06/08/2021","1.890","1.890","1.890","1.890","0,29K","2,16%"
"05/08/2021","1.850","1.850","1.850","1.850","1,27K","-2,63%"
"04/08/2021","1.900","1.900","1.900","1.900","2,35K","0,00%"
"03/08/2021","1.900","1.900","1.900","1.900","0,50K","-1,55%"
"02/08/2021","1.930","1.930","1.930","1.930","0,36K","-1,03%"
"30/07/2021","1.950","1.950","1.950","1.950","0,09K","-2,50%"
"29/07/2021","2.000","2.000","2.000","2.000","0,52K","3,09%"
"28/07/2021","1.940","1.940","1.940","1.940","1,13K","-4,90%"
"27/07/2021","2.040","2.040","2.040","2.040","14,32K","-7,06%"
"26/07/2021","2.195","2.195","2.195","2.195","4,17K","5,28%"
"23/07/2021","2.085","2.085","2.085","2.085","14,33K","1,96%"
"22/07/2021","2.045","2.045","2.045","2.045","2,58K","0,00%"
"21/07/2021","2.045","2.045","2.045","2.045","3,70K","0,25%"
"19/07/2021","2.040","2.040","2.040","2.040","0,19K","-0,24%"
"16/07/2021","2.045","2.045","2.045","2.045","2,67K","0,25%"
"15/07/2021","2.040","2.040","2.040","2.040","0,17K","2,00%"
"14/07/2021","2.000","2.000","2.000","2.000","3,46K","-1,72%"
"13/07/2021","2.035","2.035","2.035","2.035","2,18K","-0,25%"
"12/07/2021","2.040","2.040","2.040","2.040","0,38K","0,00%"
"09/07/2021","2.040","2.040","2.040","2.040","0,32K","-0,49%"
"08/07/2021","2.050","2.050","2.050","2.050","3,75K","0,24%"
"07/07/2021","2.045","2.045","2.045","2.045","1,16K","2,25%"
"06/07/2021","2.000","2.000","2.000","2.000","0,43K","-2,44%"
"05/07/2021","2.050","2.050","2.050","2.050","2,82K","-2,38%"
"02/07/2021","2.100","2.100","2.100","2.100","4,43K","0,96%"
"01/07/2021","2.080","2.080","2.080","2.080","2,42K","-0,48%"
"30/06/2021","2.090","2.090","2.090","2.090","2,31K","3,47%"
"29/06/2021","2.020","2.020","2.020","2.020","12,30K","1,00%"
"28/06/2021","2.000","2.000","2.000","2.000","9,04K","1,01%"
"25/06/2021","1.980","1.980","1.980","1.980","0,71K","0,76%"
"24/06/2021","1.965","1.965","1.965","1.965","0,10K","-0,25%"
"23/06/2021","1.970","1.970","1.970","1.970","1,65K","1,55%"
"22/06/2021","1.940","1.940","1.940","1.940","0,02K","-0,51%"
"21/06/2021","1.950","1.950","1.950","1.950","2,41K","2,63%"
"18/06/2021","1.900","1.900","1.900","1.900","1,04K","0,00%"
"17/06/2021","1.900","1.900","1.900","1.900","0,51K","-4,52%"
"16/06/2021","1.990","1.990","1.990","1.990","1,66K","-0,50%"
"15/06/2021","2.000","2.000","2.000","2.000","0,09K","0,00%"
"14/06/2021","2.000","2.000","2.000","2.000","0,85K","0,00%"
"11/06/2021","2.000","2.000","2.000","2.000","0,03K","0,00%"
"10/06/2021","2.000","2.000","2.000","2.000","15,33K","0,00%"
"09/06/2021","2.000","2.000","2.000","2.000","10,55K","2,56%"
"08/06/2021","1.950","1.950","1.950","1.950","0,60K","-2,01%"
"07/06/2021","1.990","1.990","1.990","1.990","0,76K","0,00%"
"04/06/2021","1.990","1.990","1.990","1.990","0,98K","-0,25%"
"03/06/2021","1.995","1.995","1.995","1.995","5,33K","0,25%"
"02/06/2021","1.990","1.990","1.990","1.990","0,26K","-0,50%"
"01/06/2021","2.000","2.000","2.000","2.000","1,48K","0,76%"
"31/05/2021","1.985","1.985","1.985","1.985","20,65K","7,01%"
"28/05/2021","1.855","1.855","1.855","1.855","10,01K","-2,37%"
"27/05/2021","1.900","1.900","1.900","1.900","6,61K","2,70%"
"26/05/2021","1.850","1.850","1.850","1.850","1,09K","0,00%"
"25/05/2021","1.850","1.850","1.850","1.850","2,28K","2,78%"
"21/05/2021","1.800","1.800","1.800","1.800","4,03K","-1,10%"
"20/05/2021","1.820","1.820","1.820","1.820","2,43K","0,00%"
"19/05/2021","1.820","1.820","1.820","1.820","0,26K","-0,27%"
"18/05/2021","1.825","1.825","1.825","1.825","6,39K","1,39%"
"17/05/2021","1.800","1.800","1.800","1.800","4,06K","0,00%"
"14/05/2021","1.800","1.800","1.800","1.800","4,09K","1,69%"
"11/05/2021","1.770","1.770","1.770","1.770","0,74K","2,91%"
"10/05/2021","1.720","1.720","1.720","1.720","0,18K","-4,18%"
"07/05/2021","1.795","1.795","1.795","1.795","0,15K","0,00%"
"06/05/2021","1.795","1.795","1.795","1.795","1,09K","-1,10%"
"05/05/2021","1.815","1.815","1.815","1.815","9,83K","-0,27%"
"04/05/2021","1.820","1.820","1.820","1.820","3,96K","0,00%"
"03/05/2021","1.820","1.820","1.820","1.820","0,49K","-1,09%"
"30/04/2021","1.840","1.840","1.840","1.840","4,44K","-0,27%"
"29/04/2021","1.845","1.845","1.845","1.845","7,56K","-2,12%"
"28/04/2021","1.885","1.885","1.885","1.885","34,31K","4,43%"
"27/04/2021","1.805","1.805","1.805","1.805","9,14K","7,44%"
"26/04/2021","1.680","1.680","1.680","1.680","2,43K","7,35%"
"23/04/2021","1.565","1.565","1.565","1.565","153,80K","7,19%"
"22/04/2021","1.460","1.460","1.460","1.460","1,10K","0,69%"
"21/04/2021","1.450","1.450","1.450","1.450","1,03K","0,00%"
"20/04/2021","1.450","1.450","1.450","1.450","1,96K","0,00%"
"19/04/2021","1.450","1.450","1.450","1.450","0,70K","6,23%"
"16/04/2021","1.365","1.365","1.365","1.365","0,37K","-5,86%"
"15/04/2021","1.450","1.450","1.450","1.450","0,44K","0,00%"
"14/04/2021","1.450","1.450","1.450","1.450","0,32K","0,00%"
"13/04/2021","1.450","1.450","1.450","1.450","0,15K","3,20%"
"12/04/2021","1.405","1.405","1.405","1.405","0,03K","-3,10%"
"09/04/2021","1.450","1.450","1.450","1.450","0,03K","3,57%"
"08/04/2021","1.400","1.400","1.400","1.400","0,35K","0,72%"
"07/04/2021","1.390","1.390","1.390","1.390","0,73K","-0,71%"
"06/04/2021","1.400","1.400","1.400","1.400","0,20K","-3,45%"
"02/04/2021","1.450","1.450","1.450","1.450","3,08K","0,00%"
"01/04/2021","1.450","1.450","1.450","1.450","0,28K","-1,69%"
"31/03/2021","1.475","1.475","1.475","1.475","0,82K","4,24%"
"30/03/2021","1.415","1.415","1.415","1.415","0,41K","-4,07%"
"29/03/2021","1.475","1.475","1.475","1.475","0,69K","-0,34%"
"26/03/2021","1.480","1.480","1.480","1.480","0,68K","0,34%"
"25/03/2021","1.475","1.475","1.475","1.475","0,15K","0,00%"
"24/03/2021","1.475","1.475","1.475","1.475","0,60K","-0,67%"
"23/03/2021","1.485","1.485","1.485","1.485","0,66K","2,41%"
"22/03/2021","1.450","1.450","1.450","1.450","3,12K","-1,69%"
"19/03/2021","1.475","1.475","1.475","1.475","0,12K","0,00%"
"18/03/2021","1.475","1.475","1.475","1.475","0,31K","-0,34%"
"17/03/2021","1.480","1.480","1.480","1.480","0,26K","0,00%"
"16/03/2021","1.480","1.480","1.480","1.480","0,57K","-0,34%"
"12/03/2021","1.485","1.485","1.485","1.485","0,20K","0,00%"
"11/03/2021","1.485","1.485","1.485","1.485","0,08K","0,00%"
"10/03/2021","1.485","1.485","1.485","1.485","0,67K","0,00%"
"09/03/2021","1.485","1.485","1.485","1.485","0,53K","1,02%"
"08/03/2021","1.470","1.470","1.470","1.470","7,50K","1,38%"
"05/03/2021","1.450","1.450","1.450","1.450","0,34K","0,00%"
"04/03/2021","1.450","1.450","1.450","1.450","0,07K","0,35%"
"03/03/2021","1.445","1.445","1.445","1.445","0,40K","2,48%"
"02/03/2021","1.410","1.410","1.410","1.410","0,15K","-1,40%"
"01/03/2021","1.430","1.430","1.430","1.430","0,07K","-1,38%"
"26/02/2021","1.450","1.450","1.450","1.450","0,45K","0,35%"
"25/02/2021","1.445","1.445","1.445","1.445","0,01K","1,40%"
"24/02/2021","1.425","1.425","1.425","1.425","0,03K","0,00%"
"23/02/2021","1.425","1.425","1.425","1.425","0,25K","0,00%"
"22/02/2021","1.425","1.425","1.425","1.425","0,38K","3,64%"
"18/02/2021","1.375","1.375","1.375","1.375","0,06K","-1,79%"
"17/02/2021","1.400","1.400","1.400","1.400","0,09K","0,00%"
"16/02/2021","1.400","1.400","1.400","1.400","0,41K","0,00%"
"15/02/2021","1.400","1.400","1.400","1.400","0,11K","-1,41%"
"12/02/2021","1.420","1.420","1.420","1.420","0,02K","0,71%"
"11/02/2021","1.410","1.410","1.410","1.410","0,33K","-1,05%"
"10/02/2021","1.425","1.425","1.425","1.425","0,37K","0,00%"
"09/02/2021","1.425","1.425","1.425","1.425","0,06K","1,42%"
"08/02/2021","1.405","1.405","1.405","1.405","0,13K","0,00%"
"05/02/2021","1.405","1.405","1.405","1.405","0,10K","0,36%"
"04/02/2021","1.400","1.400","1.400","1.400","0,23K","-1,75%"
"03/02/2021","1.425","1.425","1.425","1.425","0,06K","1,42%"
"02/02/2021","1.405","1.405","1.405","1.405","0,16K","-6,64%"
"01/02/2021","1.505","1.505","1.505","1.505","0,00K","7,50%"
"29/01/2021","1.400","1.400","1.400","1.400","0,95K","3,70%"
"28/01/2021","1.350","1.350","1.350","1.350","1,14K","3,05%"
"27/01/2021","1.310","1.310","1.310","1.310","0,31K","0,38%"
"26/01/2021","1.305","1.305","1.305","1.305","0,32K","0,00%"
"25/01/2021","1.305","1.305","1.305","1.305","0,70K","-3,69%"
"22/01/2021","1.355","1.355","1.355","1.355","0,45K","-2,87%"
"21/01/2021","1.395","1.395","1.395","1.395","0,08K","0,36%"
"20/01/2021","1.390","1.390","1.390","1.390","4,15K","-0,36%"
"19/01/2021","1.395","1.395","1.395","1.395","0,22K","-0,36%"
"18/01/2021","1.400","1.400","1.400","1.400","0,28K","3,70%"
"15/01/2021","1.350","1.350","1.350","1.350","0,46K","-6,57%"
"14/01/2021","1.445","1.445","1.445","1.445","0,11K","0,00%"
"12/01/2021","1.445","1.445","1.445","1.445","0,07K","7,43%"
"11/01/2021","1.345","1.345","1.345","1.345","0,26K","-7,24%"
"08/01/2021","1.450","1.450","1.450","1.450","0,03K","0,00%"
"07/01/2021","1.450","1.450","1.450","1.450","0,72K","-2,36%"
"06/01/2021","1.485","1.485","1.485","1.485","0,00K","-7,48%"
"04/01/2021","1.605","1.605","1.605","1.605","0,05K","-0,31%"